;host_is_superhost;host_total_listings_count;latitude;longitude;accommodates;bathrooms;bedrooms;beds;extra_people;minimum_nights;number_of_reviews;instant_bookable;ano;mes;num_amenities;property_type_Apartment;property_type_Condominium;property_type_House;property_type_Outro;cancellation_policy_flexible;cancellation_policy_moderate;cancellation_policy_strict;cancellation_policy_strict_14_with_grace_period;price
613;0;4.0;-22.965620722590828;-43.17633365836895;2;1.0;1.0;2.0;0.0;1;6;0;2018;4;5;True;False;False;False;False;False;True;False;338.0
614;0;4.0;-22.965105066926327;-43.1764236508568;2;1.0;1.0;2.0;0.0;1;17;0;2018;4;5;True;False;False;False;False;False;True;False;273.0
615;0;4.0;-22.964742683253657;-43.17554733851634;2;1.0;1.0;1.0;0.0;1;9;0;2018;4;6;True;False;False;False;False;False;True;False;338.0
616;0;6.0;-22.97158030660651;-43.39442297936114;5;2.0;2.0;3.0;125.0;5;0;0;2018;4;22;True;False;False;False;False;False;True;False;127.0
618;0;6.0;-22.961553106286583;-43.17559264788392;6;2.0;1.0;6.0;50.0;3;4;0;2018;4;8;True;False;False;False;False;False;True;False;51.0
619;0;6.0;-22.960884110028893;-43.17392412751349;6;2.0;1.0;6.0;50.0;3;5;0;2018;4;11;True;False;False;False;False;False;True;False;51.0
620;0;5.0;-22.98158695428948;-43.19478733959311;4;1.0;1.0;3.0;35.0;4;83;0;2018;4;9;True;False;False;False;False;False;True;False;140.0
621;0;1.0;-22.965282555226107;-43.19076667944667;4;1.0;1.0;2.0;100.0;7;2;0;2018;4;34;True;False;False;False;True;False;False;False;348.0
622;1;3.0;-22.97067462796077;-43.189217268908685;2;1.0;1.0;2.0;40.0;2;5;1;2018;4;12;True;False;False;False;False;True;False;False;171.0
623;0;1.0;-22.963560904332823;-43.17930699462975;4;1.0;1.0;3.0;68.0;3;6;1;2018;4;30;True;False;False;False;False;False;True;False;185.0
624;0;5.0;-22.9169487135445;-43.19210894948472;1;1.0;1.0;1.0;0.0;2;8;0;2018;4;4;False;False;True;False;False;True;False;False;38.0
626;0;1.0;-23.00531484991205;-43.3113617395289;6;1.0;1.0;6.0;70.0;1;0;0;2018;4;10;False;False;False;True;False;False;True;False;161.0
627;0;2.0;-22.97809706257296;-43.19266071630981;2;1.0;1.0;1.0;100.0;4;15;1;2018;4;11;True;False;False;False;False;True;False;False;301.0
628;0;5.0;-22.91743958455668;-43.17779837121451;4;2.0;1.0;4.0;45.0;1;8;0;2018;4;16;False;False;False;True;False;False;True;False;44.0
629;1;2.0;-22.966531891873803;-43.179787783062;2;2.0;1.0;1.0;0.0;2;98;0;2018;4;26;True;False;False;False;False;False;True;False;126.0
630;0;3.0;-22.921137314423387;-43.186032660665134;3;1.0;1.0;3.0;50.0;2;5;0;2018;4;7;False;False;True;False;True;False;False;False;348.0
631;0;3.0;-22.92180441110233;-43.186020745059146;3;1.0;1.0;3.0;50.0;1;2;0;2018;4;7;False;False;True;False;True;False;False;False;482.0
632;0;3.0;-22.921072228928;-43.18674901292465;3;1.0;1.0;3.0;50.0;1;5;0;2018;4;7;False;False;True;False;True;False;False;False;349.0
634;0;1.0;-23.02188779089564;-43.510535880858455;4;2.0;2.0;2.0;0.0;7;0;1;2018;4;11;True;False;False;False;True;False;False;False;400.0
635;0;2.0;-22.96228987141479;-43.175555099163816;5;1.0;1.0;4.0;35.0;2;37;0;2018;4;19;True;False;False;False;False;True;False;False;161.0
636;0;2.0;-22.965194378618364;-43.20152496849301;2;1.0;1.0;1.0;50.0;4;4;0;2018;4;3;True;False;False;False;False;False;True;False;201.0
640;0;1.0;-23.003721773488504;-43.34517051662545;2;1.0;1.0;2.0;50.0;1;16;0;2018;4;17;True;False;False;False;False;False;True;False;109.0
641;1;2.0;-22.9642319834888;-43.17948653380939;2;2.0;1.0;1.0;0.0;2;80;0;2018;4;25;True;False;False;False;False;False;True;False;120.0
642;0;1.0;-22.960311335873413;-43.21159277958166;4;2.0;2.0;4.0;0.0;1;1;0;2018;4;10;True;False;False;False;False;True;False;False;649.0
644;1;1.0;-22.977982218646904;-43.191201140869794;4;2.0;1.0;1.0;42.0;4;115;0;2018;4;21;True;False;False;False;False;False;True;False;396.0
645;0;1.0;-22.94958093971545;-43.18098249202174;2;1.0;1.0;1.0;0.0;7;2;1;2018;4;14;True;False;False;False;False;True;False;False;301.0
652;0;5.0;-22.933778581920286;-43.1985922238919;6;2.0;1.0;1.0;82.0;1;19;1;2018;4;6;False;False;True;False;False;False;True;False;246.0
655;0;1.0;-22.97668330959848;-43.23201154453476;2;1.0;1.0;1.0;0.0;2;0;0;2018;4;9;True;False;False;False;True;False;False;False;201.0
656;0;1.0;-22.97417387175384;-43.41132678189306;6;1.0;3.0;6.0;0.0;2;7;1;2018;4;6;True;False;False;False;False;False;True;False;201.0
657;0;1.0;-22.966869841288503;-43.18360310739178;3;1.0;1.0;2.0;0.0;5;3;1;2018;4;13;True;False;False;False;False;False;True;False;301.0
658;0;1.0;-22.9444631707181;-43.16261442202903;3;1.0;1.0;1.0;61.0;2;134;1;2018;4;15;False;False;True;False;False;True;False;False;82.0
659;0;1.0;-22.953337911903503;-43.19408574601123;2;1.0;1.0;1.0;119.0;1;0;1;2018;4;13;True;False;False;False;False;True;False;False;82.0
660;0;3.0;-22.96353910068797;-43.17152832120877;2;1.0;1.0;1.0;30.0;1;49;0;2018;4;11;True;False;False;False;False;False;True;False;151.0
661;0;2.0;-22.98453720547952;-43.19894584456128;4;1.5;2.0;2.0;0.0;5;18;0;2018;4;34;True;False;False;False;False;False;True;False;801.0
663;1;4.0;-22.911571162319227;-43.17766089912055;2;1.0;1.0;1.0;0.0;1;81;0;2018;4;34;True;False;False;False;False;True;False;False;109.0
664;0;1.0;-23.015355685514667;-43.31279221840407;5;1.0;2.0;5.0;70.0;2;21;0;2018;4;16;True;False;False;False;False;False;True;False;321.0
665;0;3.0;-22.96943123895021;-43.18666240713351;2;2.0;1.0;2.0;0.0;5;0;1;2018;4;11;True;False;False;False;True;False;False;False;181.0
667;1;5.0;-22.966616430070093;-43.18884707392234;4;1.5;2.0;2.0;100.0;2;69;1;2018;4;19;True;False;False;False;False;False;True;False;301.0
668;0;1.0;-22.961685469812892;-43.17568251040538;2;1.0;1.0;1.0;0.0;3;12;0;2018;4;8;True;False;False;False;False;False;True;False;181.0
669;0;2.0;-22.902164745917705;-43.179634164651226;3;1.0;1.0;2.0;100.0;2;0;0;2018;4;8;True;False;False;False;False;False;True;False;249.0
670;0;1.0;-22.97194256306395;-43.18976335413347;4;1.0;1.0;4.0;68.0;2;4;0;2018;4;20;True;False;False;False;False;False;True;False;68.0
672;0;3.0;-22.94442281274465;-43.18356528230275;4;1.0;2.0;3.0;0.0;4;12;0;2018;4;14;True;False;False;False;False;False;True;False;229.0
673;0;5.0;-23.01083520599832;-43.34168715539436;2;1.0;1.0;2.0;0.0;2;4;1;2018;4;14;False;False;True;False;True;False;False;False;191.0
674;0;5.0;-23.010579260081915;-43.34071249115665;2;1.0;1.0;2.0;0.0;2;11;1;2018;4;18;False;False;True;False;True;False;False;False;150.0
675;0;5.0;-23.00970126400849;-43.342093846231904;2;1.0;1.0;1.0;0.0;2;5;1;2018;4;11;False;False;True;False;True;False;False;False;201.0
676;0;1.0;-22.96521435481643;-43.190180264871;7;1.5;2.0;5.0;50.0;2;69;0;2018;4;13;True;False;False;False;False;True;False;False;99.0
677;1;5.0;-22.98504997058126;-43.20084120164455;4;1.5;2.0;2.0;50.0;2;80;0;2018;4;26;True;False;False;False;False;False;True;False;229.0
679;0;1.0;-22.984650038749365;-43.21388967967556;2;1.0;1.0;1.0;0.0;3;0;0;2018;4;9;True;False;False;False;False;False;True;False;188.0
680;0;1.0;-22.983240401414054;-43.20008083453937;2;1.0;1.0;1.0;0.0;1;0;0;2018;4;22;False;False;False;True;True;False;False;False;116.0
681;1;1.0;-22.963138896711403;-43.172512712483474;5;1.5;2.0;3.0;0.0;3;45;1;2018;4;23;True;False;False;False;False;False;True;False;307.0
682;1;6.0;-22.969716846596175;-43.17990030247287;6;1.5;3.0;5.0;0.0;2;204;1;2018;4;15;True;False;False;False;False;False;True;False;376.0
684;0;1.0;-22.925111012299727;-43.173068095801625;2;1.0;2.0;1.0;0.0;5;0;0;2018;4;11;True;False;False;False;False;False;True;False;856.0
687;1;2.0;-22.98073361968456;-43.19052018844617;2;1.0;1.0;1.0;40.0;3;44;1;2018;4;20;True;False;False;False;False;False;True;False;99.0
690;0;2.0;-22.98061514123416;-43.1914067760533;4;1.0;1.0;2.0;25.0;1;57;0;2018;4;15;True;False;False;False;False;False;True;False;120.0
691;0;2.0;-22.97989714187865;-43.225802399676816;4;1.0;1.0;2.0;100.0;4;55;0;2018;4;12;True;False;False;False;False;False;True;False;280.0
692;0;1.0;-22.91469766321765;-43.18630965903096;2;1.0;1.0;1.0;0.0;2;11;0;2018;4;9;True;False;False;False;False;False;True;False;85.0
700;1;2.0;-22.940233738710653;-43.17994847619598;2;1.0;1.0;1.0;0.0;3;150;0;2018;4;19;True;False;False;False;False;False;True;False;110.0
707;0;1.0;-22.91549824766673;-43.17754492101732;2;1.5;1.0;1.0;100.0;1;1;0;2018;4;16;True;False;False;False;True;False;False;False;133.0
710;0;1.0;-23.006776665225043;-43.3501690758394;1;1.0;1.0;2.0;0.0;3;1;1;2018;4;8;False;False;True;False;False;False;True;False;301.0
712;0;1.0;-22.98234131827928;-43.18901512251194;4;2.0;2.0;3.0;0.0;7;1;0;2018;4;13;True;False;False;False;False;False;True;False;348.0
714;0;2.0;-22.96734678987052;-43.18582282074082;2;1.0;1.0;1.0;125.0;3;17;0;2018;4;11;True;False;False;False;True;False;False;False;181.0
716;0;2.0;-22.98524766643356;-43.19614378221916;4;1.0;1.0;1.0;0.0;2;106;0;2018;4;15;True;False;False;False;False;False;True;False;260.0
718;0;3.0;-22.982813490048827;-43.2423654856412;2;2.0;1.0;2.0;0.0;1;19;0;2018;4;25;True;False;False;False;False;False;True;False;89.0
722;0;2.0;-22.98457879075861;-43.19218774869401;4;1.0;1.0;2.0;34.0;2;43;0;2018;4;14;False;False;False;True;False;False;True;False;188.0
725;0;1.0;-22.916708034398585;-43.23046204941951;4;2.0;1.0;3.0;100.0;2;1;0;2018;4;14;True;False;False;False;False;True;False;False;201.0
726;1;4.0;-22.9642897546365;-43.17584873989759;4;1.0;1.0;1.0;25.0;3;23;0;2018;4;12;True;False;False;False;False;False;True;False;96.0
727;0;1.0;-22.966109132112468;-43.18231698621934;5;1.0;1.0;5.0;15.0;4;8;1;2018;4;13;True;False;False;False;True;False;False;False;164.0
732;0;3.0;-22.980977162668097;-43.19558660058252;2;2.0;1.0;1.0;0.0;3;42;0;2018;4;15;True;False;False;False;False;True;False;False;109.0
733;0;3.0;-22.955335886791;-43.19362204786252;2;2.0;2.0;1.0;25.0;7;15;1;2018;4;11;True;False;False;False;False;False;True;False;55.0
735;0;1.0;-22.975408595940856;-43.188576458901416;7;3.0;3.0;6.0;50.0;7;7;0;2018;4;15;True;False;False;False;False;False;True;False;301.0
739;0;1.0;-22.934144230217136;-43.18050851035273;2;1.0;1.0;2.0;75.0;1;0;1;2018;4;15;False;False;True;False;False;False;True;False;109.0
740;0;6.0;-22.95593648830671;-43.183498544198365;2;1.0;1.0;1.0;47.0;4;8;0;2018;4;23;True;False;False;False;False;False;True;False;110.0
741;0;3.0;-22.96585814154324;-43.1752770959093;6;2.0;2.0;2.0;0.0;6;0;0;2018;4;11;True;False;False;False;True;False;False;False;449.0
744;0;6.0;-22.95792820938164;-43.18197469738055;4;2.0;2.0;3.0;68.0;4;4;0;2018;4;19;True;False;False;False;False;False;True;False;137.0
749;1;2.0;-22.96510232230977;-43.17944595538171;6;1.0;1.0;3.0;20.0;2;218;1;2018;4;23;True;False;False;False;False;False;True;False;147.0
752;1;3.0;-22.982821461554543;-43.18918784594852;3;1.0;1.0;1.0;28.0;3;12;0;2018;4;19;True;False;False;False;False;False;True;False;201.0
755;0;3.0;-22.93860127807725;-43.205683096329246;3;1.0;1.0;2.0;102.0;1;68;0;2018;4;10;False;False;True;False;False;False;True;False;143.0
758;1;2.0;-22.98566573108657;-43.19520296173703;2;1.0;1.0;1.0;50.0;3;59;1;2018;4;21;True;False;False;False;False;False;True;False;89.0
759;0;1.0;-22.96902651968584;-43.18296742219946;4;1.0;1.0;2.0;0.0;7;0;0;2018;4;10;True;False;False;False;False;False;True;False;161.0
762;0;1.0;-22.922837637492524;-43.17644159509964;2;1.0;1.0;1.0;0.0;7;0;1;2018;4;23;False;False;False;True;True;False;False;False;288.0
763;0;2.0;-22.927150571383528;-43.17594834083318;2;3.0;1.0;1.0;38.0;3;3;0;2018;4;19;True;False;False;False;False;True;False;False;48.0
765;0;1.0;-22.978056354871107;-43.19111027633555;4;1.0;1.0;4.0;16.0;2;119;0;2018;4;33;True;False;False;False;False;False;True;False;150.0
768;0;2.0;-22.97359797500289;-43.228078433321656;3;1.5;1.0;2.0;0.0;1;2;1;2018;4;15;True;False;False;False;False;False;True;False;301.0
770;0;2.0;-22.97433634246824;-43.18829729959148;4;1.0;1.0;1.0;50.0;2;22;0;2018;4;22;True;False;False;False;False;False;True;False;143.0
773;1;2.0;-22.97959016276501;-43.19040710647121;8;2.0;3.0;4.0;0.0;3;20;0;2018;4;18;True;False;False;False;False;False;True;False;410.0
775;0;1.0;-22.98601562482569;-43.207513901823646;6;2.0;3.0;4.0;0.0;3;2;0;2018;4;17;True;False;False;False;False;False;True;False;601.0
777;0;2.0;-22.95258207593168;-43.19328559239458;6;3.0;2.0;2.0;0.0;5;1;0;2018;4;8;True;False;False;False;False;False;True;False;994.0
778;1;4.0;-22.937443166780728;-43.1775557081393;2;1.0;1.0;1.0;0.0;2;11;0;2018;4;4;False;False;False;True;False;False;True;False;150.0
779;0;3.0;-22.963803831190624;-43.17137399121005;3;1.0;1.0;1.0;0.0;1;4;0;2018;4;9;True;False;False;False;True;False;False;False;301.0
780;0;6.0;-22.959631778957213;-43.171022948726375;5;0.5;1.0;5.0;75.0;2;62;0;2018;4;18;False;False;False;True;False;False;True;False;96.0
781;0;1.0;-22.934254840256607;-43.17733012689348;2;1.0;1.0;2.0;100.0;3;7;0;2018;4;14;True;False;False;False;False;False;True;False;249.0
782;0;1.0;-22.91903260752;-43.18723669355376;2;1.0;1.0;1.0;0.0;1;0;0;2018;4;9;False;False;False;True;True;False;False;False;249.0
784;0;3.0;-22.98234608273734;-43.24112793649111;2;2.0;1.0;2.0;0.0;1;5;0;2018;4;26;True;False;False;False;False;False;True;False;89.0
786;0;3.0;-22.982406909682958;-43.23958787330021;3;3.0;1.0;2.0;0.0;1;3;0;2018;4;19;True;False;False;False;False;False;True;False;266.0
787;0;3.0;-22.96231325323149;-43.166710460690055;4;2.0;1.0;2.0;90.0;5;17;0;2018;4;7;True;False;False;False;False;False;True;False;106.0
789;0;1.0;-22.963804506517487;-43.183347214740856;3;1.0;2.0;2.0;0.0;1;26;0;2018;4;17;True;False;False;False;False;True;False;False;301.0
790;0;2.0;-22.98617018484745;-43.22266966731686;4;1.0;2.0;2.0;0.0;4;5;0;2018;4;18;True;False;False;False;False;False;True;False;490.0
791;0;1.0;-23.00529319845195;-43.36863372261395;6;2.0;3.0;3.0;0.0;7;1;0;2018;4;22;True;False;False;False;False;False;True;False;973.0
793;0;1.0;-22.93190593675511;-43.17849823549465;2;1.0;1.0;1.0;0.0;1;163;0;2018;4;16;True;False;False;False;False;False;True;False;140.0
796;0;2.0;-22.97979381693474;-43.19345530927734;6;1.0;1.0;1.0;0.0;3;22;0;2018;4;16;True;False;False;False;False;False;True;False;219.0
797;0;2.0;-22.98531591481025;-43.224621363759255;5;2.0;2.0;3.0;0.0;2;21;0;2018;4;19;True;False;False;False;False;True;False;False;301.0
798;0;6.0;-22.96035260691905;-43.1709126478554;2;0.5;1.0;1.0;0.0;2;152;0;2018;4;19;False;False;False;True;False;False;True;False;96.0
799;0;3.0;-22.97019920064321;-43.18700086762209;3;1.0;1.0;1.0;0.0;3;4;0;2018;4;9;True;False;False;False;False;False;True;False;150.0
800;0;6.0;-22.957351203615502;-43.18212493681052;2;1.0;1.0;1.0;17.0;5;8;0;2018;4;11;True;False;False;False;False;False;True;False;120.0
801;0;5.0;-22.935821064622303;-43.19833006453685;4;1.0;1.0;1.0;82.0;1;57;0;2018;4;8;False;False;False;True;False;False;True;False;225.0
802;1;2.0;-22.98261276789659;-43.22565475392028;2;1.0;1.0;1.0;50.0;2;35;1;2018;4;11;True;False;False;False;False;False;True;False;191.0
803;0;1.0;-22.918683904067173;-43.18692607493666;3;1.0;1.0;2.0;50.0;7;0;0;2018;4;7;False;False;True;False;False;False;True;False;150.0
804;0;1.0;-22.97553076783843;-43.19209533599907;2;2.0;1.0;1.0;50.0;1;111;0;2018;4;6;True;False;False;False;False;False;True;False;61.0
805;0;4.0;-22.965659067099477;-43.18711964896524;2;2.0;1.0;2.0;0.0;3;1;0;2018;4;9;True;False;False;False;False;False;True;False;120.0
807;0;6.0;-22.91939667297624;-43.188280800341616;3;2.0;1.0;1.0;40.0;1;30;0;2018;4;6;False;False;False;True;False;False;True;False;85.0
810;0;1.0;-22.97494508462622;-43.225559750414405;1;1.0;1.0;1.0;0.0;1;0;0;2018;4;9;True;False;False;False;True;False;False;False;256.0
811;1;1.0;-22.98645674276291;-43.19865813052844;3;1.0;1.0;2.0;0.0;3;124;0;2018;4;24;True;False;False;False;False;False;True;False;201.0
814;0;4.0;-22.985275794186144;-43.20506006465334;4;1.5;2.0;4.0;80.0;3;142;1;2018;4;23;True;False;False;False;False;False;True;False;283.0
816;0;3.0;-22.938968717608216;-43.20633844208378;3;1.0;1.0;2.0;102.0;1;29;0;2018;4;8;False;False;True;False;False;False;True;False;143.0
817;0;1.0;-23.011809562790592;-43.3029626652824;2;1.0;1.0;1.0;0.0;3;15;0;2018;4;11;True;False;False;False;False;True;False;False;400.0
820;1;1.0;-22.9799446740592;-43.190468288793575;4;2.5;2.0;2.0;0.0;5;42;0;2018;4;38;True;False;False;False;False;False;True;False;546.0
821;0;2.0;-22.94046635067171;-43.20417424681109;4;1.0;1.0;2.0;85.0;2;40;0;2018;4;18;False;False;True;False;False;False;True;False;96.0
822;0;1.0;-22.96511969559235;-43.17608398236767;4;1.0;1.0;2.0;0.0;2;36;0;2018;4;18;True;False;False;False;False;False;True;False;150.0
823;1;2.0;-22.985005464416044;-43.190608962719054;2;1.0;1.0;2.0;50.0;3;46;0;2018;4;12;True;False;False;False;False;False;True;False;99.0
824;1;3.0;-22.951932749065413;-43.16765352145583;6;1.0;2.0;5.0;103.0;4;16;0;2018;4;29;False;False;True;False;False;False;True;False;236.0
825;1;5.0;-22.963061838892195;-43.171432832377626;4;1.0;2.0;3.0;100.0;7;0;0;2018;4;20;True;False;False;False;False;False;True;False;551.0
826;1;3.0;-22.982259671014383;-43.19391374053648;3;1.0;0.0;1.0;0.0;4;62;1;2018;4;12;True;False;False;False;False;False;True;False;106.0
828;1;5.0;-22.96236348966097;-43.17118230739118;6;1.5;3.0;5.0;0.0;2;92;0;2018;4;28;True;False;False;False;False;True;False;False;376.0
829;0;1.0;-22.91884824357762;-43.18177606694152;4;1.0;1.0;1.0;75.0;3;2;0;2018;4;14;True;False;False;False;False;False;True;False;280.0
831;0;1.0;-22.956022472735825;-43.19319236981623;2;1.5;1.0;1.0;30.0;7;31;0;2018;4;12;True;False;False;False;False;True;False;False;82.0
833;0;2.0;-22.936784432983718;-43.184543002662586;1;2.0;1.0;1.0;0.0;3;38;0;2018;4;25;True;False;False;False;True;False;False;False;41.0
834;0;1.0;-22.980711710567945;-43.221706523602855;6;2.5;3.0;3.0;20.0;2;17;0;2018;4;16;True;False;False;False;False;True;False;False;191.0
835;0;1.0;-22.911829385372886;-43.18336679716025;2;1.0;1.0;1.0;0.0;1;0;0;2018;4;1;True;False;False;False;True;False;False;False;799.0
840;0;1.0;-22.962123967719805;-43.1697228480027;2;1.0;0.0;2.0;0.0;1;4;1;2018;4;8;True;False;False;False;False;False;True;False;250.0
841;0;1.0;-22.916158605368803;-43.17612766933071;3;1.0;1.0;2.0;42.0;3;7;0;2018;4;18;True;False;False;False;False;True;False;False;147.0
845;1;2.0;-22.977591606037898;-43.18928432115587;4;1.0;1.0;3.0;20.0;3;43;0;2018;4;32;True;False;False;False;False;False;True;False;161.0
846;0;2.0;-22.97424218696499;-43.2277648963629;2;2.0;1.0;1.0;49.0;4;8;1;2018;4;14;True;False;False;False;False;False;True;False;99.0
848;0;1.0;-22.983025214963742;-43.191867798438;3;1.0;1.0;3.0;0.0;2;100;0;2018;4;11;True;False;False;False;False;False;True;False;181.0
850;0;2.0;-22.94804482170534;-43.18471811058478;3;2.0;2.0;2.0;0.0;5;1;0;2018;4;10;True;False;False;False;False;False;True;False;820.0
852;0;3.0;-22.97643937505445;-43.23103026267398;6;2.0;3.0;6.0;120.0;5;10;0;2018;4;21;True;False;False;False;False;False;True;False;379.0
854;0;1.0;-22.84074614729656;-43.32617542919564;2;1.0;2.0;1.0;0.0;4;0;0;2018;4;10;True;False;False;False;True;False;False;False;61.0
855;0;1.0;-22.98307068026585;-43.222202042636695;2;1.0;1.0;1.0;0.0;2;8;0;2018;4;21;True;False;False;False;False;False;True;False;222.0
857;0;1.0;-23.008136978502204;-43.42854774993268;5;1.0;2.0;5.0;100.0;3;0;0;2018;4;26;True;False;False;False;False;False;True;False;199.0
858;1;6.0;-22.984567115685238;-43.20041768477985;2;1.0;1.0;1.0;34.0;4;110;1;2018;4;15;True;False;False;False;False;False;True;False;222.0
860;0;1.0;-22.982785065318687;-43.21996326842267;4;1.0;2.0;2.0;0.0;7;0;0;2018;4;8;True;False;False;False;False;True;False;False;1001.0
862;0;1.0;-22.93888783808052;-43.37374717585783;4;1.0;2.0;3.0;50.0;3;1;0;2018;4;10;False;False;True;False;False;False;True;False;99.0
863;0;2.0;-22.98597538331624;-43.197399258142426;2;2.0;0.0;1.0;0.0;3;50;0;2018;4;20;True;False;False;False;False;False;True;False;201.0
864;0;4.0;-22.938718255747325;-43.19853035400549;5;1.0;1.0;3.0;115.0;1;0;0;2018;4;10;False;False;False;True;False;True;False;False;386.0
865;0;4.0;-22.93849819755964;-43.19717432773281;5;1.0;1.0;4.0;0.0;1;0;0;2018;4;9;False;False;True;False;False;True;False;False;314.0
866;0;4.0;-22.93837983245967;-43.198011004314246;4;1.0;1.0;4.0;98.0;1;0;0;2018;4;6;False;False;True;False;False;True;False;False;99.0
867;0;3.0;-22.968326710880024;-43.18139781651587;7;2.0;3.0;3.0;106.0;1;1;0;2018;4;16;True;False;False;False;False;False;True;False;1082.0
868;0;2.0;-22.98398575343709;-43.20839883800171;6;3.0;2.0;2.0;100.0;3;8;0;2018;4;18;True;False;False;False;False;False;True;False;499.0
869;0;3.0;-22.988156664040737;-43.19384487296516;3;1.0;1.0;1.0;100.0;1;17;0;2018;4;12;True;False;False;False;False;False;True;False;451.0
872;0;2.0;-22.95423184347812;-43.19316854383665;2;1.0;1.0;1.0;0.0;3;2;0;2018;4;10;True;False;False;False;False;False;True;False;247.0
873;0;2.0;-22.969002089982915;-43.18342896626568;4;1.5;1.0;2.0;0.0;5;27;0;2018;4;15;True;False;False;False;False;False;True;False;335.0
874;0;2.0;-22.976330533496327;-43.22719711601439;4;2.0;2.0;2.0;0.0;2;12;0;2018;4;20;True;False;False;False;False;False;True;False;451.0
875;0;1.0;-22.93750389211936;-43.192153681778855;2;1.0;1.0;1.0;50.0;3;0;1;2018;4;19;True;False;False;False;True;False;False;False;164.0
878;0;1.0;-22.963769091908315;-43.17862530656665;3;1.0;1.0;2.0;27.0;4;57;0;2018;4;18;True;False;False;False;False;False;True;False;161.0
880;0;1.0;-22.952930928194327;-43.19250846608509;3;1.0;0.0;1.0;25.0;1;22;1;2018;4;8;True;False;False;False;False;True;False;False;75.0
882;1;1.0;-22.981182786299748;-43.19588611752555;3;1.0;1.0;2.0;34.0;3;54;0;2018;4;13;True;False;False;False;False;False;True;False;154.0
884;0;3.0;-22.96610854616643;-43.18064093354446;6;2.0;3.0;3.0;106.0;1;5;0;2018;4;19;True;False;False;False;False;False;True;False;854.0
885;0;1.0;-22.955177618364303;-43.19846390359007;4;2.0;2.0;2.0;100.0;4;3;0;2018;4;10;True;False;False;False;False;True;False;False;249.0
886;0;1.0;-22.9800600419771;-43.22466004451479;4;1.0;1.0;2.0;75.0;1;2;1;2018;4;18;True;False;False;False;True;False;False;False;567.0
888;0;1.0;-22.966361718563757;-43.22920332963105;3;1.5;1.0;2.0;50.0;1;11;0;2018;4;5;False;False;True;False;False;False;True;False;449.0
889;1;1.0;-22.976249631080748;-43.18949831277948;2;1.0;1.0;1.0;30.0;3;71;0;2018;4;23;True;False;False;False;False;False;False;True;123.0
891;0;1.0;-22.97007414642699;-43.188964017095294;2;1.0;1.0;1.0;70.0;7;0;0;2018;4;9;True;False;False;False;False;False;True;False;335.0
892;0;1.0;-22.94428259234381;-43.1837797114423;4;1.0;1.0;2.0;102.0;3;5;1;2018;4;13;False;False;False;True;False;True;False;False;157.0
894;0;3.0;-22.959551925556923;-43.16566278233434;4;1.0;1.0;2.0;0.0;4;8;0;2018;4;10;True;False;False;False;False;False;True;False;307.0
895;0;3.0;-22.963351963571544;-43.17683674356453;4;1.0;1.0;3.0;0.0;1;3;0;2018;4;6;True;False;False;False;False;False;True;False;205.0
899;0;2.0;-22.967337614199025;-43.18162559712907;2;1.0;1.0;1.0;0.0;7;1;0;2018;4;10;True;False;False;False;False;False;True;False;215.0
900;1;3.0;-22.98357437706064;-43.2261109992036;5;2.0;2.0;2.0;0.0;2;51;1;2018;4;34;True;False;False;False;False;True;False;False;270.0
901;0;2.0;-22.981657534087;-43.20217566067141;2;1.0;1.0;1.0;0.0;2;1;0;2018;4;17;True;False;False;False;True;False;False;False;120.0
902;0;1.0;-22.94973477548781;-43.192255647958106;2;1.5;1.0;1.0;0.0;2;4;0;2018;4;18;True;False;False;False;False;True;False;False;120.0
905;0;4.0;-22.91926046842708;-43.17670834540164;5;1.0;1.0;2.0;50.0;1;88;0;2018;4;17;False;False;True;False;False;False;True;False;99.0
907;0;1.0;-22.96888418568997;-43.18975132859465;2;1.0;1.0;1.0;0.0;4;79;1;2018;4;16;True;False;False;False;False;False;True;False;151.0
908;1;2.0;-22.96341371874683;-43.17925228482104;6;2.0;2.0;2.0;60.0;2;64;0;2018;4;16;True;False;False;False;False;False;True;False;199.0
909;0;6.0;-23.02993205646577;-43.47119643952195;4;1.0;2.0;3.0;125.0;5;3;0;2018;4;14;True;False;False;False;False;False;True;False;127.0
910;1;2.0;-22.985753200973768;-43.19156213328568;6;3.0;3.0;3.0;0.0;2;50;0;2018;4;26;True;False;False;False;False;False;True;False;499.0
911;0;1.0;-22.94028078676108;-43.170774482929865;5;3.0;3.0;4.0;80.0;3;2;0;2018;4;16;True;False;False;False;False;False;True;False;281.0
912;1;4.0;-22.91343571873251;-43.18495225079395;3;1.0;1.0;2.0;50.0;4;62;0;2018;4;27;True;False;False;False;False;False;True;False;79.0
913;0;3.0;-22.98122317838035;-43.19988994067975;2;1.0;1.0;1.0;40.0;2;2;1;2018;4;28;True;False;False;False;False;False;True;False;150.0
914;0;3.0;-22.946224593468564;-43.336051182657854;2;1.0;1.0;1.0;100.0;3;9;0;2018;4;13;False;False;True;False;False;False;True;False;181.0
915;0;3.0;-22.948055102146142;-43.33549041473923;2;1.0;1.0;1.0;100.0;3;6;0;2018;4;8;False;False;True;False;False;False;True;False;181.0
918;0;1.0;-22.944803514221373;-43.18649503049165;2;2.0;1.0;1.0;0.0;1;0;0;2018;4;7;True;False;False;False;True;False;False;False;219.0
