;host_is_superhost;host_total_listings_count;latitude;longitude;accommodates;bathrooms;bedrooms;beds;extra_people;minimum_nights;number_of_reviews;instant_bookable;ano;mes;num_amenities;property_type_Apartment;property_type_Condominium;property_type_House;property_type_Outro;cancellation_policy_flexible;cancellation_policy_moderate;cancellation_policy_strict;cancellation_policy_strict_14_with_grace_period;price
1206;0;1.0;-22.96218619150661;-43.17290954829523;4;2.0;2.0;2.0;0.0;3;18;0;2018;4;17;True;False;False;False;False;False;True;False;486.0
1208;0;3.0;-22.963446761560885;-43.17577221931121;3;1.0;1.0;1.0;0.0;2;30;0;2018;4;18;True;False;False;False;False;False;True;False;161.0
1209;0;3.0;-22.96358194092989;-43.17204689424808;4;1.0;1.0;2.0;60.0;2;71;0;2018;4;16;True;False;False;False;False;False;True;False;161.0
1210;0;1.0;-22.886945333933376;-43.51841558951139;2;1.0;1.0;1.0;0.0;1;0;0;2018;4;5;False;False;True;False;True;False;False;False;322.0
1211;1;5.0;-22.97876662684264;-43.1890178462219;3;1.0;1.0;2.0;60.0;3;71;0;2018;4;15;False;False;False;True;False;False;True;False;161.0
1212;1;5.0;-22.97490892924936;-43.19353822070964;4;1.0;1.0;2.0;40.0;2;28;0;2018;4;31;True;False;False;False;False;False;True;False;144.0
1216;0;4.0;-22.96767643301828;-43.1824085236952;4;1.0;1.0;2.0;18.0;3;159;1;2018;4;17;True;False;False;False;False;False;True;False;130.0
1217;0;1.0;-22.93370540650433;-43.19396230357715;6;2.0;3.0;4.0;39.0;3;5;0;2018;4;9;False;False;True;False;False;False;True;False;181.0
1218;0;1.0;-22.97632662151293;-43.23079484868072;4;3.0;2.0;2.0;0.0;4;3;0;2018;4;21;True;False;False;False;False;True;False;False;410.0
1219;0;2.0;-22.91873378111011;-43.17837272614598;3;1.0;1.0;3.0;47.0;1;112;1;2018;4;15;False;False;False;True;False;False;True;False;113.0
1221;0;1.0;-22.93825433393441;-43.19177462147956;3;1.0;1.0;1.0;50.0;3;45;1;2018;4;29;True;False;False;False;False;False;True;False;96.0
1222;0;1.0;-22.97902230207909;-43.1991251955902;3;1.0;1.0;2.0;30.0;2;125;1;2018;4;28;True;False;False;False;False;False;True;False;137.0
1223;0;1.0;-22.96066196319704;-43.16550933596049;6;2.0;2.0;4.0;40.0;2;54;0;2018;4;12;True;False;False;False;False;False;True;False;181.0
1225;0;2.0;-22.994836534543506;-43.25683354782488;2;1.0;1.0;1.0;0.0;1;6;1;2018;4;27;True;False;False;False;True;False;False;False;143.0
1226;0;2.0;-22.994950153160165;-43.25526547117416;2;1.0;1.0;2.0;0.0;1;3;1;2018;4;18;True;False;False;False;True;False;False;False;181.0
1228;0;1.0;-22.933952947934117;-43.20027641240318;4;2.0;1.0;1.0;0.0;5;0;0;2018;4;7;True;False;False;False;False;True;False;False;669.0
1229;0;2.0;-23.00776543955681;-43.44393734381803;6;2.0;2.0;4.0;50.0;2;2;0;2018;4;26;True;False;False;False;False;False;True;False;294.0
1233;0;3.0;-22.97834832757249;-43.18957548750434;5;1.0;1.0;1.0;86.0;3;2;0;2018;4;10;True;False;False;False;False;False;True;False;199.0
1235;1;5.0;-22.971324153315862;-43.18888189918789;3;2.5;1.0;2.0;40.0;2;173;1;2018;4;21;True;False;False;False;False;False;True;False;85.0
1238;0;1.0;-22.934336634222465;-43.18051483906038;2;1.0;1.0;1.0;42.0;7;0;0;2018;4;10;True;False;False;False;False;True;False;False;167.0
1239;0;1.0;-22.983403735069427;-43.21355800538844;3;1.0;1.0;2.0;50.0;3;39;0;2018;4;17;True;False;False;False;False;True;False;False;229.0
1240;0;1.0;-22.96168548633832;-43.16938579690869;4;1.0;1.0;1.0;0.0;3;0;0;2018;4;12;True;False;False;False;True;False;False;False;499.0
1241;0;5.0;-22.935380571561783;-43.19902203264544;6;1.0;1.0;4.0;82.0;1;4;0;2018;4;8;False;False;True;False;False;False;True;False;232.0
1243;0;1.0;-23.01175072553954;-43.307274575055374;2;1.5;1.0;2.0;51.0;2;0;0;2018;4;37;True;False;False;False;False;True;False;False;239.0
1244;0;2.0;-22.92010960261878;-43.17844744053509;2;1.0;1.0;1.0;80.0;1;3;0;2018;4;22;True;False;False;False;False;False;True;False;99.0
1245;0;1.0;-22.91545830025008;-43.18334971771499;2;2.0;1.0;1.0;0.0;1;0;0;2018;4;7;True;False;False;False;True;False;False;False;195.0
1246;0;1.0;-22.864323283588284;-43.257698486115615;2;1.0;1.0;1.0;40.0;1;0;0;2018;4;10;False;False;True;False;True;False;False;False;195.0
1247;0;1.0;-22.92044357475068;-43.18331499261147;2;1.5;1.0;1.0;30.0;3;2;0;2018;4;12;True;False;False;False;False;True;False;False;161.0
1248;0;1.0;-22.92835865116631;-43.17651995468392;2;1.0;1.0;3.0;20.0;5;16;1;2018;4;30;True;False;False;False;False;False;True;False;126.0
1250;0;1.0;-22.984837573689177;-43.203818684730486;4;1.0;2.0;2.0;90.0;3;54;1;2018;4;28;True;False;False;False;False;False;True;False;161.0
1251;0;1.0;-22.982061066336225;-43.19281024696923;2;1.0;1.0;1.0;0.0;5;68;1;2018;4;16;True;False;False;False;False;False;True;False;133.0
1252;0;2.0;-22.94486052946481;-43.16027395696329;2;1.0;1.0;2.0;80.0;2;5;0;2018;4;26;False;False;True;False;False;False;True;False;201.0
1253;1;1.0;-22.962487331625432;-43.17004689892931;2;1.5;1.0;1.0;0.0;2;75;0;2018;4;27;True;False;False;False;False;True;False;False;68.0
1254;0;1.0;-22.94977489428695;-43.33521262233265;4;1.0;1.0;2.0;68.0;1;1;0;2018;4;10;False;False;True;False;False;False;True;False;171.0
1255;0;6.0;-22.927701567221245;-43.22685092817918;4;2.0;1.0;1.0;70.0;1;5;0;2018;4;10;False;False;True;False;False;True;False;False;75.0
1256;0;2.0;-22.97627214073861;-43.413484921522304;2;1.0;1.0;1.0;0.0;2;1;1;2018;4;19;True;False;False;False;True;False;False;False;147.0
1257;0;1.0;-22.98398191201787;-43.20388535624416;5;2.0;2.0;2.0;68.0;2;23;0;2018;4;1;True;False;False;False;False;False;True;False;376.0
1258;0;1.0;-22.910208217551208;-43.2928444605106;2;1.0;1.0;1.0;16.0;1;1;1;2018;4;12;True;False;False;False;True;False;False;False;79.0
1260;0;1.0;-22.965203437309597;-43.17390672393952;4;1.0;1.0;3.0;60.0;4;17;0;2018;4;32;True;False;False;False;False;True;False;False;191.0
1261;0;4.0;-22.98088853647282;-43.18937761691555;3;1.0;1.0;1.0;0.0;5;0;1;2018;4;28;True;False;False;False;False;True;False;False;188.0
1262;0;5.0;-22.921982786128265;-43.1874109954399;2;1.0;1.0;1.0;0.0;2;0;0;2018;4;23;False;False;False;True;False;True;False;False;379.0
1263;0;5.0;-22.921028473894197;-43.187397835057496;2;1.0;1.0;1.0;100.0;1;1;1;2018;4;22;False;False;False;True;False;True;False;False;400.0
1264;0;5.0;-22.9210819685884;-43.187195142303295;2;1.0;1.0;1.0;0.0;2;2;1;2018;4;25;False;False;False;True;False;False;False;True;301.0
1266;1;1.0;-22.96741057555185;-43.18019658748484;6;2.0;3.0;3.0;0.0;3;55;0;2018;4;24;True;False;False;False;False;False;True;False;379.0
1269;0;2.0;-22.966289691114262;-43.179115797323405;4;1.0;1.0;1.0;0.0;2;70;0;2018;4;17;True;False;False;False;False;False;True;False;181.0
1271;0;1.0;-22.969097663544883;-43.180825457136486;5;2.0;1.0;3.0;34.0;4;9;1;2018;4;13;True;False;False;False;False;True;False;False;161.0
1272;0;1.0;-22.983051566708557;-43.202431699492735;2;2.0;1.0;2.0;34.0;2;55;0;2018;4;23;True;False;False;False;False;True;False;False;239.0
1273;0;2.0;-22.961337874476413;-43.16767303921764;5;3.0;3.0;4.0;0.0;3;10;0;2018;4;21;True;False;False;False;False;False;True;False;499.0
1274;0;1.0;-22.95071113353468;-43.375917997626026;7;1.0;1.0;1.0;0.0;1;0;0;2018;4;5;False;False;True;False;True;False;False;False;676.0
1275;0;1.0;-22.882735249709796;-43.309000099801096;3;1.0;1.0;2.0;0.0;1;0;0;2018;4;5;False;False;True;False;True;False;False;False;342.0
1278;0;1.0;-23.007555956892546;-43.34282828984286;2;1.0;1.0;1.0;0.0;1;1;0;2018;4;15;True;False;False;False;False;False;True;False;389.0
1281;0;1.0;-22.97721391945475;-43.223220862657165;1;1.0;1.0;1.0;0.0;2;2;0;2018;4;7;True;False;False;False;False;True;False;False;140.0
1282;0;6.0;-22.973165705824456;-43.18652726543203;2;1.0;1.0;1.0;0.0;3;15;0;2018;4;22;True;False;False;False;False;False;True;False;130.0
1283;0;3.0;-22.93489897623584;-43.24279162778187;2;1.0;1.0;1.0;0.0;1;0;0;2018;4;10;True;False;False;False;True;False;False;False;676.0
1289;1;5.0;-22.97264233418741;-43.18881602091111;4;1.0;1.0;1.0;0.0;1;5;1;2018;4;21;True;False;False;False;False;False;True;False;191.0
1290;0;1.0;-22.946507645031648;-43.16083639388875;4;2.0;2.0;2.0;80.0;4;2;0;2018;4;10;True;False;False;False;False;False;True;False;280.0
1291;0;1.0;-22.91848199859397;-43.186371951447605;2;1.0;1.0;1.0;30.0;5;1;0;2018;4;6;False;False;True;False;False;True;False;False;89.0
1298;0;1.0;-22.9843540989148;-43.22552250042254;1;1.0;1.0;1.0;0.0;2;2;1;2018;4;28;True;False;False;False;False;False;True;False;301.0
1299;0;4.0;-22.978417969260896;-43.19126111882724;4;1.0;1.0;1.0;0.0;3;10;0;2018;4;7;True;False;False;False;False;False;True;False;219.0
1301;1;5.0;-22.983531059470074;-43.19121918697295;5;2.0;2.0;3.0;82.0;2;120;0;2018;4;28;True;False;False;False;False;False;True;False;557.0
1302;0;1.0;-22.980909374369595;-43.19168566850254;4;1.0;1.0;2.0;0.0;1;0;0;2018;4;6;False;False;False;True;True;False;False;False;683.0
1303;1;3.0;-22.97666695862922;-43.18774364341324;2;2.0;1.0;1.0;0.0;3;217;0;2018;4;26;True;False;False;False;False;False;True;False;130.0
1304;0;2.0;-22.98276228884001;-43.207700852924205;4;2.5;4.0;4.0;70.0;2;3;1;2018;4;13;True;False;False;False;False;False;True;False;249.0
1305;1;2.0;-22.970781958888743;-43.1899227055516;4;1.0;1.0;3.0;0.0;2;274;1;2018;4;21;True;False;False;False;False;False;True;False;201.0
1307;0;1.0;-22.924078514905883;-43.54172356389725;2;1.0;1.0;1.0;0.0;1;0;0;2018;4;15;False;False;True;False;True;False;False;False;199.0
1308;0;1.0;-22.90881244060298;-43.6862077556059;1;1.0;1.0;1.0;0.0;1;0;0;2018;4;8;True;False;False;False;True;False;False;False;199.0
1310;0;2.0;-22.98435931854367;-43.22687887949572;2;1.0;1.0;1.0;80.0;3;16;1;2018;4;18;True;False;False;False;False;False;True;False;89.0
1314;0;2.0;-22.961888661899668;-43.16964815206149;6;2.0;2.0;4.0;0.0;4;18;0;2018;4;11;True;False;False;False;False;False;True;False;219.0
1315;0;5.0;-22.981120527405608;-43.19006778629627;4;1.0;1.0;2.0;100.0;1;29;1;2018;4;22;True;False;False;False;False;False;True;False;199.0
1316;0;2.0;-22.963469866049177;-43.17906454548029;3;1.0;1.0;1.0;0.0;3;4;0;2018;4;16;True;False;False;False;True;False;False;False;499.0
1318;0;5.0;-22.96932669895401;-43.19021458996101;3;1.0;1.0;1.0;0.0;3;0;0;2018;4;9;True;False;False;False;False;False;True;False;260.0
1319;0;5.0;-22.920629802167777;-43.18767871872189;2;1.0;1.0;1.0;0.0;2;4;1;2018;4;28;False;False;True;False;False;True;False;False;277.0
1321;0;2.0;-22.94577641203322;-43.16143499876142;1;0.5;1.0;1.0;102.0;1;7;0;2018;4;5;False;False;False;True;True;False;False;False;191.0
1323;0;2.0;-22.946155785002663;-43.161088593962;2;0.5;1.0;1.0;102.0;1;0;0;2018;4;3;False;False;False;True;True;False;False;False;328.0
1327;0;1.0;-22.932047336665768;-43.18908095551588;3;1.0;2.0;2.0;50.0;5;11;0;2018;4;18;True;False;False;False;False;False;True;False;99.0
1329;0;1.0;-22.986770796903222;-43.19082969215116;4;1.0;2.0;2.0;0.0;5;11;0;2018;4;22;True;False;False;False;False;True;False;False;390.0
1330;0;2.0;-22.9845588641542;-43.36426284020751;4;1.0;2.0;2.0;0.0;3;22;0;2018;4;17;True;False;False;False;False;False;True;False;247.0
1331;0;1.0;-22.91473457206822;-43.24427944477426;1;1.0;1.0;1.0;0.0;1;13;1;2018;4;15;True;False;False;False;False;True;False;False;75.0
1332;0;1.0;-22.984425333168694;-43.20052092498878;1;1.0;1.0;1.0;0.0;1;6;0;2018;4;11;False;False;False;True;False;False;True;False;301.0
1335;0;3.0;-22.917232380189443;-43.1833528090747;2;1.0;1.0;1.0;0.0;2;17;0;2018;4;13;False;False;False;True;False;False;True;False;546.0
1336;0;1.0;-22.968465377459182;-43.18331005182623;6;3.0;3.0;4.0;0.0;3;98;0;2018;4;20;True;False;False;False;False;False;True;False;420.0
1337;0;1.0;-22.95294678938461;-43.19652504631296;4;2.0;2.0;3.0;0.0;5;0;0;2018;4;10;True;False;False;False;True;False;False;False;482.0
1338;1;1.0;-22.984118952916745;-43.19592318989944;2;1.0;1.0;2.0;25.0;3;56;0;2018;4;18;True;False;False;False;False;False;True;False;161.0
1339;1;3.0;-22.983187112428464;-43.194637000828685;2;1.0;1.0;1.0;0.0;3;67;0;2018;4;26;True;False;False;False;False;False;True;False;199.0
1342;0;3.0;-22.95219424282888;-43.17476392876121;1;1.5;1.0;1.0;50.0;7;4;1;2018;4;14;True;False;False;False;False;True;False;False;44.0
1343;1;4.0;-22.983231936302182;-43.19879035347676;6;1.5;2.0;3.0;25.0;2;9;1;2018;4;21;True;False;False;False;False;False;True;False;250.0
1346;0;1.0;-22.98395358764639;-43.2314056001741;2;1.0;1.0;1.0;0.0;2;3;0;2018;4;20;False;False;False;True;True;False;False;False;199.0
1347;0;1.0;-22.958867806117727;-43.20718287854633;2;1.0;1.0;1.0;100.0;2;2;1;2018;4;10;True;False;False;False;True;False;False;False;188.0
1350;1;1.0;-22.985649947906577;-43.22137912752939;5;2.0;2.0;5.0;0.0;3;29;1;2018;4;20;True;False;False;False;True;False;False;False;236.0
1351;0;2.0;-22.98755943087395;-43.226253870781136;4;1.0;1.0;2.0;0.0;3;7;0;2018;4;21;True;False;False;False;False;False;True;False;260.0
1356;0;2.0;-22.98195742190545;-43.19189437426965;2;1.0;1.0;1.0;65.0;3;8;1;2018;4;18;True;False;False;False;False;True;False;False;89.0
1359;0;3.0;-22.96646969154423;-43.17517660003276;2;2.0;1.0;1.0;50.0;3;0;0;2018;4;2;False;False;False;True;True;False;False;False;171.0
1361;0;4.0;-22.917916858808447;-43.18939453138077;1;1.5;1.0;1.0;50.0;1;1;0;2018;4;16;False;False;True;False;False;True;False;False;109.0
1362;0;1.0;-22.95645323553369;-43.17771974573738;2;1.0;1.0;1.0;0.0;5;4;0;2018;4;18;True;False;False;False;False;False;True;False;301.0
1366;0;1.0;-22.984982125081288;-43.232175759450165;2;2.0;1.0;1.0;0.0;1;0;0;2018;4;9;True;False;False;False;False;False;True;False;601.0
1367;0;2.0;-22.96426866805188;-43.2022032222585;2;1.0;1.0;2.0;40.0;3;0;0;2018;4;5;True;False;False;False;False;False;True;False;181.0
1369;0;1.0;-22.9130868294286;-43.21745852676705;2;1.0;1.0;1.0;0.0;1;0;0;2018;4;9;False;False;True;False;True;False;False;False;126.0
1370;0;2.0;-22.927624478920126;-43.17515292873866;3;1.0;1.0;2.0;0.0;2;11;0;2018;4;9;False;False;False;True;False;False;True;False;249.0
1373;1;1.0;-22.971658068315648;-43.18503362003607;4;1.0;1.0;2.0;80.0;3;87;0;2018;4;30;False;False;False;True;False;False;True;False;184.0
1375;0;5.0;-22.98340258442413;-43.213863049276085;3;1.0;1.0;2.0;0.0;2;5;0;2018;4;18;True;False;False;False;False;False;True;False;427.0
1380;0;4.0;-22.962334740424872;-43.407697917756025;3;1.5;1.0;2.0;100.0;2;4;0;2018;4;22;False;False;True;False;False;True;False;False;140.0
1381;0;4.0;-22.962529434425587;-43.40864608298261;4;1.5;1.0;2.0;100.0;2;1;0;2018;4;22;False;False;True;False;False;True;False;False;150.0
1383;0;1.0;-22.951615003712405;-43.19441619909301;3;3.0;1.0;1.0;70.0;2;4;0;2018;4;14;True;False;False;False;False;True;False;False;150.0
1384;0;2.0;-22.97590787692839;-43.19113618408407;8;2.0;1.0;4.0;0.0;1;4;0;2018;4;10;True;False;False;False;True;False;False;False;359.0
1385;0;2.0;-22.975894142640712;-43.19092237640962;3;1.0;1.0;1.0;0.0;1;2;0;2018;4;7;True;False;False;False;True;False;False;False;161.0
1389;0;1.0;-22.911974737726545;-43.18598438440942;2;1.0;1.0;1.0;50.0;2;0;0;2018;4;5;True;False;False;False;False;True;False;False;150.0
1394;0;2.0;-22.95148380857677;-43.35123188119943;3;1.0;1.0;2.0;60.0;1;0;1;2018;4;15;False;False;False;True;True;False;False;False;99.0
1395;1;1.0;-22.915914379101054;-43.18187302182085;2;1.0;1.0;1.0;0.0;3;144;1;2018;4;35;True;False;False;False;False;True;False;False;75.0
1398;0;3.0;-22.97994445525483;-43.19364885654583;2;1.5;1.0;1.0;100.0;3;1;1;2018;4;26;True;False;False;False;False;False;True;False;188.0
1399;1;4.0;-23.011368277204348;-43.32110807811676;5;1.0;1.0;5.0;30.0;2;101;0;2018;4;37;True;False;False;False;False;False;True;False;260.0
1400;1;6.0;-22.974584419395462;-43.1919980875557;3;1.0;1.0;2.0;0.0;4;136;1;2018;4;23;True;False;False;False;False;False;True;False;126.0
1402;0;1.0;-22.96757324353047;-43.1870294808265;4;1.0;1.0;1.0;0.0;5;5;0;2018;4;13;True;False;False;False;False;False;True;False;349.0
1404;0;2.0;-22.98271659427925;-43.209794051146574;4;1.0;1.0;1.0;0.0;2;44;0;2018;4;33;True;False;False;False;False;False;True;False;31.0
1405;1;1.0;-22.96380010384465;-43.17607443921914;2;1.0;1.0;1.0;0.0;4;113;0;2018;4;19;True;False;False;False;False;False;True;False;147.0
1406;0;3.0;-22.97364740290661;-43.22914501221155;3;2.0;1.0;2.0;100.0;3;5;0;2018;4;28;True;False;False;False;False;False;True;False;499.0
1407;0;1.0;-22.965546932925907;-43.1904406769652;3;1.0;1.0;1.0;70.0;3;6;0;2018;4;7;True;False;False;False;False;False;True;False;348.0
1408;1;5.0;-22.97052538097467;-43.18933997382887;2;2.5;1.0;1.0;30.0;2;168;1;2018;4;25;True;False;False;False;False;False;True;False;79.0
1410;0;6.0;-22.9719017833367;-43.18689497455354;4;1.0;1.0;1.0;20.0;3;0;0;2018;4;11;True;False;False;False;False;False;True;False;191.0
1411;0;1.0;-22.96299901896603;-43.189760636409794;2;1.0;1.0;1.0;40.0;1;24;0;2018;4;21;True;False;False;False;False;True;False;False;116.0
1413;0;1.0;-22.982734599835425;-43.22389268347538;3;1.0;1.0;1.0;0.0;1;16;0;2018;4;27;True;False;False;False;False;False;True;False;301.0
1414;0;1.0;-22.91628021311449;-43.19161507605768;2;1.0;1.0;1.0;0.0;7;3;0;2018;4;7;False;False;True;False;False;False;True;False;85.0
1415;1;1.0;-23.010182364751834;-43.32767351309795;4;1.0;1.0;3.0;50.0;3;43;1;2018;4;27;True;False;False;False;False;False;True;False;239.0
1416;1;5.0;-22.91204411433092;-43.18190636543285;3;1.0;1.0;2.0;50.0;1;49;1;2018;4;32;True;False;False;False;False;True;False;False;99.0
1417;0;2.0;-22.98558604647929;-43.201816876934615;3;1.0;1.0;2.0;90.0;3;18;0;2018;4;30;True;False;False;False;False;False;False;True;161.0
1418;0;1.0;-22.98348611566297;-43.19385989385287;3;1.0;1.0;2.0;100.0;4;104;0;2018;4;21;True;False;False;False;False;False;True;False;147.0
1419;0;2.0;-22.97363977994602;-43.39285576527529;4;2.0;2.0;2.0;0.0;5;1;0;2018;4;24;True;False;False;False;False;True;False;False;550.0
1421;0;1.0;-22.97651527823165;-43.18923608060301;2;1.0;1.0;1.0;0.0;3;96;0;2018;4;20;True;False;False;False;False;False;True;False;171.0
1423;0;4.0;-22.931499570587786;-43.18061273758191;8;3.0;2.0;2.0;50.0;4;0;0;2018;4;10;True;False;False;False;False;False;True;False;250.0
1424;0;2.0;-22.98187432824013;-43.19674221677957;6;1.0;1.0;1.0;0.0;2;17;0;2018;4;13;True;False;False;False;False;False;True;False;140.0
1426;0;1.0;-22.98532692825356;-43.20122275254885;4;2.0;1.0;2.0;102.0;5;17;0;2018;4;16;True;False;False;False;False;False;True;False;297.0
1427;0;1.0;-22.98472635666686;-43.19112907766086;4;1.0;1.0;2.0;80.0;2;163;1;2018;4;16;False;False;False;True;False;False;True;False;120.0
1428;0;5.0;-22.917005840329857;-43.19250923258732;5;1.0;3.0;3.0;0.0;5;1;0;2018;4;5;False;False;True;False;False;False;True;False;700.0
1429;0;3.0;-22.938193398552603;-43.17707700274124;3;1.0;1.0;1.0;30.0;7;11;0;2018;4;28;True;False;False;False;False;False;True;False;65.0
1430;0;3.0;-22.91885984905451;-43.1781095009533;3;1.0;1.0;1.0;30.0;7;8;0;2018;4;21;True;False;False;False;False;False;True;False;68.0
1432;0;5.0;-22.917454655191445;-43.17793612934851;4;1.0;1.0;4.0;35.0;1;15;1;2018;4;7;True;False;False;False;False;False;True;False;45.0
1434;0;2.0;-22.92322780182799;-43.17261155989985;6;2.0;1.0;5.0;0.0;2;1;0;2018;4;9;True;False;False;False;True;False;False;False;219.0
1435;1;1.0;-22.98608054254557;-43.2280099543219;4;1.0;0.0;2.0;60.0;2;159;0;2018;4;12;True;False;False;False;False;False;True;False;164.0
1436;0;1.0;-22.920378092679563;-43.18709420001777;2;1.0;1.0;2.0;68.0;2;1;1;2018;4;3;False;False;True;False;True;False;False;False;85.0
1438;0;1.0;-22.90394218511084;-43.254040097106426;3;1.0;1.0;1.0;0.0;5;0;0;2018;4;8;True;False;False;False;False;True;False;False;499.0
1439;0;1.0;-22.9642265583847;-43.17705749458763;5;2.0;2.0;1.0;50.0;3;0;0;2018;4;10;True;False;False;False;True;False;False;False;219.0
1441;0;2.0;-22.94400176243888;-43.18323932113746;2;1.0;1.0;1.0;0.0;5;5;0;2018;4;8;True;False;False;False;False;False;True;False;85.0
1442;0;1.0;-22.97995665168897;-43.19771695578438;5;1.0;2.0;4.0;60.0;5;23;1;2018;4;10;True;False;False;False;False;False;True;False;120.0
1443;0;3.0;-22.91305642940762;-43.192768911584274;3;1.0;1.0;2.0;60.0;2;0;0;2018;4;9;False;False;False;True;False;True;False;False;120.0
1444;0;3.0;-22.911590330437694;-43.19332137698612;2;1.0;1.0;2.0;60.0;2;0;0;2018;4;8;False;False;False;True;False;True;False;False;120.0
1445;0;2.0;-22.97798884089836;-43.18969042569553;3;1.0;1.0;1.0;0.0;7;6;1;2018;4;20;True;False;False;False;False;False;True;False;140.0
1446;0;3.0;-22.913373119946776;-43.19273848504525;2;1.0;1.0;1.0;70.0;2;0;0;2018;4;9;False;False;False;True;False;True;False;False;140.0
1447;0;6.0;-23.029477349595027;-43.47142034371729;5;1.0;2.0;3.0;125.0;4;1;0;2018;4;14;True;False;False;False;False;False;True;False;137.0
1448;0;1.0;-22.98182806283439;-43.413566626511056;2;1.0;1.0;1.0;0.0;3;1;1;2018;4;14;True;False;False;False;True;False;False;False;198.0
1449;0;1.0;-22.983738160981392;-43.20748783662336;2;2.0;1.0;1.0;0.0;3;24;0;2018;4;8;True;False;False;False;False;False;True;False;342.0
1450;0;5.0;-22.98470582720876;-43.21453525835458;6;3.0;2.0;4.0;85.0;2;22;0;2018;4;12;True;False;False;False;False;False;True;False;751.0
1452;0;1.0;-22.92126123304155;-43.17596040095796;3;2.0;1.0;3.0;0.0;5;0;0;2018;4;8;True;False;False;False;False;True;False;False;447.0
1453;0;5.0;-22.983717155961816;-43.19130637086371;6;3.0;2.0;4.0;68.0;3;3;0;2018;4;13;True;False;False;False;False;False;True;False;417.0
1454;1;1.0;-22.98575028677477;-43.20689668819665;3;2.0;1.0;2.0;0.0;2;55;0;2018;4;20;True;False;False;False;False;False;True;False;219.0
1456;0;1.0;-22.91774774913918;-43.19016434239476;2;1.5;1.0;1.0;20.0;2;9;0;2018;4;7;True;False;False;False;False;False;True;False;75.0
1457;0;1.0;-23.06693655923417;-43.56732021158217;6;2.0;3.0;4.0;103.0;3;19;0;2018;4;12;False;False;True;False;False;False;True;False;479.0
1458;0;1.0;-22.980865424049373;-43.216759887923125;4;2.0;2.0;3.0;50.0;1;3;1;2018;4;25;True;False;False;False;False;False;True;False;499.0
1459;0;2.0;-22.950009010965623;-43.18950214071926;6;2.5;3.0;4.0;0.0;6;2;0;2018;4;12;True;False;False;False;False;False;True;False;191.0
1460;0;2.0;-22.91751914499439;-43.18099306589173;4;1.0;1.0;2.0;0.0;3;0;0;2018;4;8;True;False;False;False;False;False;True;False;171.0
1466;0;2.0;-22.97375486331695;-43.190223823115375;4;2.0;2.0;4.0;80.0;4;2;0;2018;4;8;True;False;False;False;False;True;False;False;280.0
1470;0;1.0;-22.981373320000863;-43.19899953667935;4;2.0;2.0;1.0;0.0;3;4;1;2018;4;11;True;False;False;False;False;False;True;False;1052.0
1471;1;2.0;-22.98345425580133;-43.19319376885936;3;1.0;1.0;2.0;80.0;5;4;1;2018;4;10;False;False;False;True;False;True;False;False;290.0
1473;0;1.0;-22.96578883042734;-43.19016626812451;4;1.0;2.0;3.0;0.0;1;2;0;2018;4;14;True;False;False;False;False;False;True;False;1001.0
1474;0;1.0;-22.942430807372244;-43.19079493686436;2;1.0;1.0;1.0;0.0;2;18;0;2018;4;33;True;False;False;False;False;False;True;False;120.0
1475;0;6.0;-22.96065024531613;-43.17145541936116;2;1.0;1.0;1.0;0.0;2;8;0;2018;4;15;False;False;False;True;False;False;True;False;96.0
1476;0;6.0;-22.974684364456788;-43.18070702050212;2;1.0;1.0;2.0;75.0;2;109;0;2018;4;17;False;False;False;True;False;False;True;False;96.0
1477;0;6.0;-22.96024926693513;-43.17081846075571;3;1.0;1.0;2.0;75.0;2;79;0;2018;4;17;False;False;False;True;False;False;True;False;96.0
1478;0;6.0;-22.95925948416742;-43.17411718911446;2;1.0;1.0;2.0;75.0;2;49;0;2018;4;17;False;False;False;True;False;False;True;False;96.0
1480;0;3.0;-22.94760161799416;-43.1831338139348;4;1.0;1.0;4.0;35.0;2;1;0;2018;4;6;True;False;False;False;True;False;False;False;34.0
1482;0;3.0;-22.983161493237883;-43.19687148071853;2;2.0;1.0;1.0;0.0;4;20;0;2018;4;14;True;False;False;False;False;False;True;False;205.0
1483;0;2.0;-22.97519293162398;-43.18922660663084;4;2.0;2.0;3.0;0.0;4;1;0;2018;4;19;True;False;False;False;False;True;False;False;376.0
1487;1;4.0;-22.9842208663084;-43.22025354644725;3;1.5;1.0;2.0;125.0;1;95;1;2018;4;27;True;False;False;False;False;False;False;True;219.0
1488;1;6.0;-22.965463056591474;-43.18008487143184;5;1.0;1.0;3.0;17.0;1;204;1;2018;4;38;True;False;False;False;False;False;True;False;171.0
1489;0;1.0;-23.01504489248048;-43.29878895672135;6;2.0;1.0;2.0;0.0;2;49;0;2018;4;19;True;False;False;False;False;False;True;False;471.0
1490;0;1.0;-22.965465844027644;-43.17959814752206;2;1.0;1.0;1.0;100.0;3;20;0;2018;4;11;True;False;False;False;False;True;False;False;199.0
1491;0;1.0;-22.99346578128941;-43.239007659755416;6;2.0;1.0;4.0;110.0;2;9;1;2018;4;21;True;False;False;False;False;False;True;False;154.0
1492;0;1.0;-22.96468301358225;-43.18115164403224;2;1.0;1.0;2.0;0.0;3;7;0;2018;4;11;True;False;False;False;False;False;True;False;75.0
1493;0;1.0;-22.97141753790857;-43.35631964459477;4;2.0;2.0;4.0;0.0;2;2;0;2018;4;16;True;False;False;False;False;True;False;False;512.0
